cities,name,address,description,score,url,bonus,latitude,longitude
Collioure,Bel appartement pour 4 personnes - 4SAP22,"residence Saphir Route Imperiale 1b, 66190 Collioure, France","Vous pouvez bénéficier d'une réduction Genius dans l'établissement Bel appartement pour 4 personnes - 4SAP22 ! Connectez-vous pour économiser.Doté d'une terrasse avec vue sur la mer, le Bel appartement pour 4 personnes - 4SAP22 est situé à Collioure, à 200 mètres de la plage de Balette et à 500 mètres de celle de Boutigue. Cet hébergement en bord de mer dispose d'un balcon et d'un parking privé gratuit.Cet appartement comprend 2 chambres, une kitchenette avec un lave-vaisselle et un grille-pain, une télévision à écran plat, un coin salon et une salle de bains.Vous séjournerez à 700 mètres de la plage de Port Avall et à 1,1 km du château royal de Collioure. L'aéroport le plus proche est celui L'aéroport de Perpignan-Rivesaltes, à 37 km du Bel appartement pour 4 personnes - 4SAP22. C'est le quartier préféré des voyageurs visitant Collioure, selon les commentaires clients indépendants.L'établissement Bel appartement pour 4 personnes - 4SAP22 accueille des clients Booking.com depuis le 7 févr. 2018.En voir plus",7.8,https://www.booking.com/hotel/fr/residence-saphir-4sa711.fr.html,    Parking gratuit    Front de mer    Chambres familiales    Chambres non-fumeurs    Terrasse,42.52434874,3.09014887
Collioure,Hôtel Princes de Catalogne,"Rue Des Palmiers, 66190 Collioure, France","Installé dans la ville pittoresque de Collioure, l’Hôtel Princes de Catalogne vous accueille sur une place tranquille, à 400 mètres de la plage. L'hôtel a été rénové début 2021 et présente un style contemporain.Toutes les chambres de l'Hôtel Princes de Catalogne sont climatisées et offrent une vue sur les montagnes, le Fort Miradou ou une rue calme. Les hébergements sont équipés d'une télévision et d'une connexion Wi-Fi gratuite.Le personnel de l’Hôtel Princes se fera un plaisir de vous aider à organiser des excursions, des visites guidées ou d’autres activités telles que la thalassothérapie et l’escalade. C'est le quartier préféré des voyageurs visitant Collioure, selon les commentaires clients indépendants.Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de 9,1 pour un séjour à deux.L'établissement Hôtel Princes de Catalogne accueille des clients Booking.com depuis le 24 févr. 2009.En voir plus",7.9,https://www.booking.com/hotel/fr/princes-de-catalogne.fr.html,    Parking    Animaux domestiques admis    Connexion Wi-Fi gratuite    Chambres familiales    Chambres non-fumeurs    Équipements pour les personnes handicapées,42.52591431,3.0826816
Collioure,La Chambre De Salome,"23  Ter Chemin De Consolation, 66190 Collioure, France","Situé à Collioure, à moins de 1 km de la plage de Port Avall et à 12 minutes à pied de celle de Boutigue, l'établissement La Chambre De Salome propose des hébergements avec une connexion Wi-Fi gratuite, la climatisation, une piscine extérieure ouverte en saison et un jardin.Les logements comprennent une terrasse, une télévision à écran plat ainsi qu'une salle de bains privative pourvue d'une douche et d'un sèche-cheveux. Un réfrigérateur et une bouilloire sont également fournis.Cette chambre d'hôtes sert un petit-déjeuner continental.Vous séjournerez à proximité des plages de Boramar, de Balette et du château royal de Collioure. L'aéroport de Perpignan-Rivesaltes, le plus proche, est à 37 km. Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de 8,8 pour un séjour à deux.L'établissement La Chambre De Salome accueille des clients Booking.com depuis le 8 sept. 2015.En voir plus",8.9,https://www.booking.com/hotel/fr/la-chambre-de-salome.fr.html,    1 piscine    Parking gratuit    Connexion Wi-Fi gratuite    Chambres non-fumeurs    Terrasse    Plateau/bouilloire dans tous les hébergements,42.5211169,3.07730913
Collioure,Residence Les Balcons de Collioure - maeva Home,"28 Route de Port-Vendres, 66190 Collioure, France","Situé à Collioure, à moins de 6 minutes à pied du château royal de Collioure, l'établissement Maeva Particuliers Residence Les Balcons de Collioure propose des hébergements avec un coin salon et une télévision.Les logements comprennent une kitchenette entièrement équipée avec un coin repas, un micro-ondes, un réfrigérateur, des plaques de cuisson et une machine à café.Le Maeva Particuliers Residence Les Balcons de Collioure propose une piscine extérieure ouverte en saison. Les environs sont propices à la randonnée.Enfin, l'aéroport de Perpignan-Rivesaltes, le plus proche, est placé à 30 km. C'est le quartier préféré des voyageurs visitant Collioure, selon les commentaires clients indépendants.Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de 9,0 pour un séjour à deux.L'établissement Residence Les Balcons de Collioure - maeva Home accueille des clients Booking.com depuis le 29 juin 2017.Chaîne hôtelière/marque:Maeva HomeEn voir plus",7.2,https://www.booking.com/hotel/fr/maeva-particuliers-residence-les-balcons-de-collioure.fr.html,    1 piscine    Parking    Animaux domestiques admis    Chambres familiales    Chambres non-fumeurs,42.52507267,3.09015687
Collioure,Hôtel la Bona Casa,"20 Rue de la Republique, 66190 Collioure, France","L'Hôtel la Bona Casa est situé dans le centre historique de Collioure, à seulement 300 mètres du château royal et de la plage. Il propose une connexion Wi-Fi gratuite et une terrasse ombragée.Les chambres offrent une vue sur la rue ou la terrasse. Certains logements sont dotés d'une terrasse privée. Les hébergements comportent une télévision à écran plat et une salle de bains privative pourvue d'articles de toilette gratuits. L'établissement est entièrement non-fumeurs.Un petit-déjeuner continental est préparé chaque matin. Vous trouverez des boutiques et des restaurants à moins de 200 mètres. Sur place, vous pourrez vous détendre dans le salon de thé de mars à octobre, ou faire du shopping au magasin de vêtements.Vous séjournerez à 3 km de Port-Vendres et à 6 km d'Argelès-sur-Mer. L'établissement est à 30 minutes de route du centre de Perpignan et de la frontière espagnole, également accessible en train. C'est le quartier préféré des voyageurs visitant Collioure, selon les commentaires clients indépendants.Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de 9,5 pour un séjour à deux.L'établissement Hôtel la Bona Casa accueille des clients Booking.com depuis le 25 févr. 2013.En voir plus",8.4,https://www.booking.com/hotel/fr/la-bona-casa.fr.html,    Connexion Wi-Fi gratuite    Chambres non-fumeurs    Navette aéroport    Bar,42.52547153,3.0826987
Collioure,Cosy - appartement 4 personnes - Calme - WIFI - Terrasse,"Rez-de-chaussée 120 Rue Romain Rolland, 66190 Collioure, France","Offrant une vue sur le jardin, le Cosy - appartement 4 personnes - Calme - WIFI - Terrasse propose un hébergement avec une terrasse et une bouilloire, à moins de 1 km de la plage de Boramar. Vous pourrez pratiquer diverses activités dans les environs, telles que la randonnée, la plongée sous-marine et avec tuba.Cet appartement comprend 2 chambres, une télévision par câble à écran plat, un lave-linge et une salle de bains pourvue d'une douche. Sa cuisine est équipée d'un micro-ondes et d'un lave-vaisselle.Vous pourrez faire du vélo et de la pêche dans les environs ou profiter du jardin.Vous séjournerez à proximité des plages d'Ouille, du Nord et de Boutigue. L'aéroport de Perpignan-Rivesaltes, le plus proche, est à 35 km. C'est le quartier préféré des voyageurs visitant Collioure, selon les commentaires clients indépendants.L'établissement Cosy - appartement 4 personnes - Calme - WIFI - Terrasse accueille des clients Booking.com depuis le 28 avr. 2022.En voir plus",8.0,https://www.booking.com/hotel/fr/charmant-appartement-residence-calme-wifi.fr.html,    Parking gratuit    Connexion Wi-Fi gratuite    Chambres non-fumeurs    Terrasse,42.52891106,3.07730974
Collioure,Le Clos Saint Elme,"13 bis rue de la Galère, 66190 Collioure, France","Situé à Collioure, à 30 km de Roses, l'établissement Le Clos Saint Elme propose des chambres climatisées et une connexion Wi-Fi gratuite dans l'ensemble de ses locaux. Un parking privé est disponible gratuitement sur place.Certains logements comprennent un coin salon propice à la détente. Il dispose également d'une télévision à écran plat.Le petit-déjeuner est inclus dans certaines chambres.Vous pourrez pratiquer de nombreuses activités, telles que le canoë-kayak et la randonnée. Cadaqués se trouve à 31 km du Clos Saint Melme, tandis que Perpignan est à 25 km. L'aéroport le plus proche, celui de Perpignan-Rivesaltes, est situé à 30 km. C'est le quartier préféré des voyageurs visitant Collioure, selon les commentaires clients indépendants.Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de 9,3 pour un séjour à deux.L'établissement Le Clos Saint Elme accueille des clients Booking.com depuis le 22 juil. 2015.En voir plus",7.9,https://www.booking.com/hotel/fr/les-lauriers-roses-collioure.fr.html,    Parking gratuit    Animaux domestiques admis    Connexion Wi-Fi gratuite    Chambres familiales    Chambres non-fumeurs    Terrasse    Plateau/bouilloire dans tous les hébergements,42.52328654,3.0813629
Collioure,Le Mouret,"24 Rue Bellevue, 66190 Collioure, France","Le Mouret est un hébergement en bord de mer situé à Collioure, à 200 mètres de la plage de Boramar et de celle de Saint-Vincent. Cet hébergement climatisé se trouve à 100 mètres de la plage Nord. Vous bénéficierez d'un parking privé sur place et d'une connexion Wi-Fi gratuite.Cet appartement comprend 3 chambres, une télévision par câble à écran plat, un lave-linge et une salle de bains pourvue d'une baignoire. Sa cuisine est équipée d'un micro-ondes et d'un lave-vaisselle. Pour plus de commodité, l'établissement peut fournir des serviettes et du linge de lit moyennant des frais supplémentaires.Vous pourrez profiter d'un barbecue et d'une terrasse bien exposée.Vous séjournerez à 300 mètres du château royal de Collioure et à 33 km du stade Gilbert Brutus. L'aéroport de Perpignan-Rivesaltes, le plus proche, est à 36 km. C'est le quartier préféré des voyageurs visitant Collioure, selon les commentaires clients indépendants.L'établissement Le Mouret accueille des clients Booking.com depuis le 11 avr. 2019.En voir plus",9.7,https://www.booking.com/hotel/fr/le-mouret.fr.html,    Parking gratuit    Connexion Wi-Fi gratuite    Front de mer    Chambres non-fumeurs    Terrasse,42.52822336,3.08488926
Collioure,Hôtel des Templiers,"5 rue Colbert, 66190 Collioure, France","Comportant 2 000 œuvres d'art originales de peintres du XXe siècle y ayant séjourné, l'Hôtel des Templiers est situé à 200 mètres du château royal de Collioure. Vous pourrez déguster une cuisine catalane dans son restaurant.Les chambres offrent une vue sur le château et le port. Elles comprennent une télévision à écran LCD et certaines disposent d'une décoration catalane avec des meubles anciens. Une connexion Wi-Fi est disponible dans chacune d'entre elles.Vous pourrez prendre un verre au bar ou sur la terrasse ombragée. Le petit-déjeuner est servi tous les matins.La gare de Collioure est située à seulement 550 mètres et la réserve naturelle du Mas Larrieu est accessible en 20 minutes en voiture. L'hôtel se trouve dans une rue piétonne et un parking public est disponible à 400 mètres. C'est le quartier préféré des voyageurs visitant Collioure, selon les commentaires clients indépendants.Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de 9,5 pour un séjour à deux.L'établissement Hôtel des Templiers accueille des clients Booking.com depuis le 20 avr. 2012.En voir plus",8.0,https://www.booking.com/hotel/fr/ha-tel-des-templiers.fr.html,    Animaux domestiques admis    Connexion Wi-Fi gratuite    Chambres familiales    Chambres non-fumeurs,42.52666546,3.08394089
Collioure,"Collioure, bel appartement de 40m2 avec balcon","residence Lléventina rue Taillefere à Collioure, 66190 Collioure, France","Situé à Collioure, à 1,2 km de la plage de Port Avall et à 1,4 km de celle de Boutigue, le Collioure, bel appartement de 40m2 avec balcon propose un service de prêt de vélos et la climatisation. Vous pourrez pratiquer des activités telles que la randonnée et la plongée sous-marine dans les environs.Cet appartement comprend une chambre, un salon, une télévision à écran plat, une cuisine équipée avec un coin repas ainsi qu'une salle de bains pourvue d'une douche et d'un lave-linge.Vous pourrez profiter d'un barbecue et d'une terrasse.Vous séjournerez à proximité de la plage de Boramar, du château royal et du casino de Collioure. L'aéroport de Perpignan-Rivesaltes, le plus proche, est à 36 km. L'établissement Collioure, bel appartement de 40m2 avec balcon accueille des clients Booking.com depuis le 23 janv. 2022.En voir plus",8.0,https://www.booking.com/hotel/fr/collioure-appartement-37-m2-tout-equipe.fr.html,    Parking gratuit    Chambres familiales    Chambres non-fumeurs    Terrasse,42.5226616,3.0729444
Collioure,Les mimosas,"16 Allée des Mimosas, 66190 Collioure, France","Situé à Collioure, à moins de 1,9 km de la plage de Boramar et à 2,1 km de celle de Port Avall, l'établissement Les mimosas propose des hébergements avec une connexion Wi-Fi gratuite, la climatisation, une piscine extérieure ouverte en saison et une terrasse. Cette villa dispose d'une piscine privée, d'un jardin et d'un parking privé gratuit.La villa comprend 3 chambres, une télévision à écran plat, un lave-linge et 2 salles de bains pourvues d'une douche. Sa cuisine équipée comporte un lave-vaisselle et un micro-ondes. Pour plus de commodité, l'établissement peut fournir des serviettes et du linge de lit moyennant des frais supplémentaires.La région est prisée pour pratiquer la randonnée.Vous séjournerez à 2,3 km de la plage de Boutigue et à 2,6 km de celle de Balette. L'aéroport de Perpignan-Rivesaltes, le plus proche, est implanté à 35 km. L'établissement Les mimosas accueille des clients Booking.com depuis le 1 avr. 2019.En voir plus",9.5,https://www.booking.com/hotel/fr/les-mimosas-collioure.fr.html,    1 piscine    Parking gratuit    Connexion Wi-Fi gratuite    Chambres non-fumeurs    Terrasse,42.5243249,3.0771752
Collioure,studio collioure avec wifi à 20 m de la plage,"18 Rue Rière, 66190 Collioure, France","Le Studio collioure avec wifi à 20 m de la plage propose un hébergement avec connexion Wi-Fi gratuite à Collioure, à quelques pas de la plage de Boramar, à 100 mètres de la plage du Nord et à 200 mètres de celle de Saint-Vincent. Cet appartement se trouve à 33 km du stade Gilbert Brutus et à 2,8 km du casino de Collioure.Cet appartement comprend une chambre, une télévision à écran plat, un lave-linge et une salle de bains pourvue d'une douche. Sa cuisine est équipée d'un micro-ondes et d'un réfrigérateur. Les serviettes et le linge de lit sont fournis.Vous séjournerez à proximité des plages de Boutigue, de Balette et du château royal de Collioure. C'est le quartier préféré des voyageurs visitant Collioure, selon les commentaires clients indépendants.L'établissement studio collioure avec wifi à 20 m de la plage accueille des clients Booking.com depuis le 19 mai 2022.Les distances indiquées dans la description de l'établissement sont calculées avec © OpenStreetMap.En voir plus",8.0,https://www.booking.com/hotel/fr/studio-collioure-collioure1.fr.html,    Animaux domestiques admis    Connexion Wi-Fi gratuite,42.527415,3.085054
